mID,kID
100241,14955
100241,15001
100241,156395
100241,209714
257,212
257,516
257,542
257,708
257,6272
257,6783
257,9727
257,14819
257,46958
257,208349
9947,779
9947,9717
9947,15285
189,703
189,4565
189,9826
189,9937
189,15016
189,18712
189,207268
189,209714
12618,1326
12618,6083
12618,12617
12618,34079
253412,1262
253412,3373
253412,8624
253412,10794
253412,34079
253412,185722
253412,209714
1427,90
1427,293
1427,549
1427,1415
1427,1523
1427,2483
1427,3568
1427,5561
1427,5600
1427,6152
1427,6257
1427,6272
1427,34079
818,83
818,339
818,380
818,402
818,470
818,720
818,1321
818,1375
818,1423
818,1568
818,1926
818,2334
818,3796
818,179431
16577,9715
329,911
329,1718
329,1720
329,2041
329,12616
329,155582
12160,75
12160,395
12160,798
12160,4391
12160,6165
9331,441
9331,470
9331,502
9331,591
9331,720
9331,818
9331,840
9331,1589
9331,1812
9331,2148
9331,2149
9331,3045
9331,3070
9331,3074
9331,5265
9331,6091
9331,7336
9331,10175
9331,10410
9331,10950
9331,14819
9331,155723
9072,1009
9072,2393
9072,2587
9072,15009
3536,339
3536,1956
3536,10364
9087,833
9087,840
9087,1605
9087,33476
12177,6075
12177,6483
12177,10267
12177,10540
12177,14636
12138,585
12138,1375
12138,3607
12138,179431
273248,801
273248,1262
273248,2398
9955,271
9955,2070
9955,6075
9955,9823
50359,6285
50359,8631
50359,179430
50359,209220
1271,5539
1271,6092
1271,14704
1271,190999
693,591
693,970
693,1196
693,2606
693,3453
693,18035
14306,736
14306,818
14306,15162
14306,179431
497,531
497,577
497,791
497,818
497,5571
497,11263
497,214548
11199,1599
11199,7312
9982,1357
9982,1415
9982,1826
9982,2479
9982,9951
9982,12392
9982,14909
9982,18165
9982,179431
9982,209714
210577,818
210577,5809
210577,10941
210577,156091
2501,90
2501,782
2501,818
2501,1308
2501,1453
2501,1589
2501,3045
2501,4663
2501,10685
2501,10950
2501,14967
2501,15156
2501,15483
2501,187844
2501,188955
710,701
710,769
710,1308
710,2812
710,3268
710,3272
710,3278
710,3376
2275,236
2275,703
2275,818
2275,1402
2275,2340
2275,2483
2275,4595
2275,5340
2275,6078
2275,9665
2275,9826
2275,10085
2275,10410
2275,15300
37165,2147
37165,3979
37165,4565
9837,488
9837,1160
9837,1949
9837,4152
9837,187056
10708,271
10708,3836
10708,10103
10708,156052
136400,1568
136400,4654
136400,9717
136400,10594
136400,10718
136400,15363
10992,1721
10992,209714
9654,110
9654,387
9654,720
9654,1201
9654,1262
9654,1321
9654,1552
9654,2157
9654,3713
9654,8430
9654,9714
9654,9748
9654,9826
9654,10051
9654,12670
9654,14601
9654,15234
9654,15300
9654,15483
2642,242
2642,9799
2642,10909
2642,12547
8916,1402
8916,1701
8916,3640
8916,6091
8916,7376
8916,13065
8916,225061
19899,2041
19899,2587
19899,9767
19899,179430
19899,179431
2119,9844
9641,65
9641,1889
9641,5905
9641,9823
9641,33694
294254,818
294254,836
294254,2158
294254,4458
294254,4565
294254,4884
294254,10562
294254,10685
294254,12377
294254,14527
294254,18034
294254,188950
294254,188957
38167,11322
38167,14636
38167,15160
5994,1022
5994,207317
39514,591
39514,4948
39514,11325
39514,18115
9563,579
9563,1482
9563,4613
9563,6075
547,128
547,242
547,680
547,2246
547,2284
547,2673
547,2752
547,2754
547,5809
547,6711
547,9935
547,10707
547,18165
547,18330
1538,387
1538,444
1538,782
1538,1562
1538,1749
1538,1812
1538,2708
1538,6149
1538,12670
1538,13112
1538,14536
1538,15009
1538,163656
9334,1160
75780,818
75780,1589
75780,5340
75780,6149
8914,2988
8914,15097
8914,158111
13576,3490
13576,6027
13576,6029
13576,179430
13576,179431
39538,83
39538,2766
39538,4884
39538,6564
39538,6898
39538,14760
10628,5657
10628,160488
14836,1566
14836,33465
14836,179430
14836,179431
8645,3352
8645,5096
8645,6711
9509,534
9509,591
9509,1930
9509,2913
9509,3036
9509,3088
9509,15156
9509,33457
10067,494
10067,970
10067,1022
10067,1157
10067,4375
10067,5600
10067,10909
10067,15162
10067,18035
9279,65
9279,1441
9279,1991
9279,4290
9279,6300
9279,207317
1487,4252
1487,5572
1487,9665
1487,9715
1487,11627
1487,15001
1487,156174
1487,179431
9422,3836
9422,6145
9422,10909
77174,10121
77174,10541
77174,162846
77174,179430
4824,1812
4824,2106
4824,2708
9620,530
9620,14760
9620,33626
9302,416
9302,2136
9302,3658
9302,12193
10199,1797
10199,2161
10199,3446
10199,9812
10199,167982
10199,189098
10771,258
10771,2051
10771,4289
3512,949
3512,3376
3512,11219
3512,13008
137094,212
137094,417
137094,591
137094,949
137094,1589
137094,1653
137094,2051
137094,2139
137094,9826
137094,10410
137094,18420
137094,33705
137094,155723
137094,188114
274479,1382
274479,1436
274479,2660
274479,5565
274479,9672
267860,212
267860,949
8078,803
8078,3070
8078,4565
8078,9663
8078,9951
8078,10085
8078,11628
8078,14760
8078,163561
8078,226177
7485,417
7485,1589
7485,2944
7485,5514
7485,9897
7485,18525
170687,818
170687,10121
170687,15300
170687,167982
170687,179431
6435,616
6435,2343
6435,5147
6435,9673
6435,10541
137106,494
137106,6054
137106,13072
137106,163455
137106,179431
10040,1336
10040,2562
10040,3799
10040,18525
6278,12554
6278,34152
82682,12670
82682,13142
17610,2831
17610,4428
17610,159955
17610,178645
17610,179431
17610,183414
22954,1485
22954,3644
22954,4106
22954,6075
22954,8570
22954,12425
22954,12987
22954,33648
22954,179431
16995,417
16995,441
16995,703
16995,736
16995,782
16995,918
16995,1705
16995,5514
16995,6078
16995,6085
16995,6086
16995,9826
16995,12193
16558,470
9849,9951
9849,10988
9849,11860
5820,840
5820,33705
16866,3243
16866,4862
16866,9831
16866,9951
16866,10158
16866,13194
16866,179431
201,402
201,441
201,502
201,505
201,803
201,1399
201,1430
201,1475
201,6110
201,161176
11775,387
11775,782
11775,1326
11775,2708
11775,6148
11775,8201
11775,10909
11775,10911
11775,15160
87825,515
87825,1480
87825,4995
87825,6075
87825,11333
12201,9826
12201,14819
11015,520
11015,818
11015,1299
11015,2598
11015,9649
11015,10877
9932,378
9932,1321
9932,2726
9932,13142
13389,9748
13389,9826
13389,11719
8838,782
8838,1465
8838,1646
8838,1812
8838,3432
8838,5202
8838,18525
17332,918
17332,4344
17332,12670
4958,271
4958,2504
4958,5571
786,922
786,1803
786,4044
786,5288
786,6029
786,8181
786,9672
786,10683
786,15291
9513,212
9513,977
9513,2281
9513,2613
9513,4391
11679,521
11679,720
11679,840
11679,1402
11679,6285
11679,33705
38321,3133
38321,4458
38321,4565
38321,9259
14411,3071
8413,1826
8413,2483
8413,3030
8413,3298
8413,3801
8413,4380
8413,6255
8413,6262
8413,10114
8413,11001
8413,14601
8413,14819
8413,187844
8413,188989
10052,3725
10052,9844
10052,10787
10052,11612
10052,13005
10052,210530
9676,445
9676,12670
9676,217324
9664,2504
2100,378
2100,1402
10384,577
10384,2964
10384,3412
137321,818
123553,290
123553,3133
123553,12564
123553,223438
11260,242
11260,1316
11260,1605
11260,4627
11260,6054
11260,9844
11260,9882
11260,9951
11260,10349
11260,13194
11260,179431
9009,818
9009,4237
9009,9714
9009,10508
9009,15160
9009,33632
9009,162846
9009,168346
11374,2571
11374,3586
11374,7271
2309,3096
2309,3205
2309,4414
2309,5914
8285,1308
8285,2546
8285,4456
210860,818
210860,5918
210860,11061
2312,855
2312,1299
2312,1465
2312,1605
2312,1701
2312,2038
2312,2343
2312,3205
2312,3289
2312,4152
2312,5153
2312,5515
2312,6170
2312,6333
2312,9748
2312,9920
2312,18035
2312,41645
9839,212
9839,591
9839,2038
13922,818
13922,1956
13922,1968
13922,2398
13922,11107
13922,13065
13922,207883
293660,2095
293660,3070
293660,8828
293660,9715
293660,9717
293660,11687
293660,179430
293660,179431
9713,1361
9713,2136
9713,7271
190859,1589
190859,5565
190859,5939
190859,11219
190859,33564
257445,818
257445,2343
257445,2486
257445,12564
257445,18035
257445,209714
9007,732
9007,818
9007,1022
9007,1486
9007,2301
9007,9799
9007,162846
889,828
889,1459
889,1486
889,4428
889,12392
889,12616
1370,271
1370,1375
1370,2111
1370,2434
1370,2808
1370,3434
1370,3541
1370,4276
4942,579
4942,1483
4942,1485
4942,1701
4942,3836
4942,6149
4942,6186
4942,8338
4942,191222
347969,155573
24438,4009
24438,10267
24438,179431
116741,3489
116741,174420
35791,4458
35791,4565
35791,10327
35791,11738
35791,12377
35791,41645
35791,179431
35791,209714
72431,1956
1813,516
1813,531
1813,1523
1813,1552
1813,2483
1813,3036
1813,3182
1813,3298
1813,3734
1813,5809
1813,10114
1813,11001
1813,14794
1813,33519
1813,168346
8840,2343
8840,4152
8840,4978
8840,5331
8840,5774
8840,6092
8840,8087
8840,9104
8840,9748
8840,10466
8840,14643
10589,3345
71676,345
71676,4062
71676,6951
71676,8828
71676,9715
71676,14735
71676,14999
1722,3776
10022,10103
10022,14760
10022,18035
10022,33564
11358,585
11358,798
11358,14819
11358,162380
13,422
13,458
13,791
13,795
13,818
13,2956
13,2957
13,6054
13,9673
13,10235
13,10624
13,157499
13,162365
13,187844
6477,637
6477,3490
6477,4746
6477,5774
6477,6027
6477,6029
6477,6054
6477,6706
6477,11477
6477,179431
1597,591
1597,822
1597,977
1597,2606
1597,3800
1597,4604
1597,5600
1597,11612
1597,13027
10530,1463
10530,3591
10530,3691
10530,4090
10530,4344
10530,7376
10530,9840
10530,10322
10530,10336
10530,165086
1924,83
1924,736
1924,849
1924,853
1924,3312
1924,4270
1924,9715
1924,9717
1924,15009
1924,15246
1924,163455
1924,179102
1924,179430
9327,179431
8488,9799
8488,13043
10603,409
10603,582
10603,690
10603,2043
10603,5650
10603,10787
8273,1156
8273,8070
8273,13027
109424,3799
109424,4245
109424,5420
109424,11221
109424,12987
109424,12988
109424,13015
109424,15248
35056,248
35056,417
35056,444
35056,996
35056,1157
35056,1419
35056,1422
35056,1749
35056,1946
35056,2587
35056,6083
35056,6593
35056,9727
35056,9844
35056,10325
35056,11734
35056,179430
35056,179431
8839,3335
8839,6054
8839,6152
8839,6155
8839,9713
8839,15017
8839,162846
156022,417
156022,782
156022,1562
156022,1812
156022,2708
156022,2808
156022,3016
156022,4426
156022,7002
156022,9740
156022,9748
156022,9937
156022,10291
156022,10292
156022,13142
156022,14819
156022,15248
156022,15271
156022,18420
156022,162380
156022,188955
7303,612
7303,6083
7303,10325
7303,13097
7303,14514
7303,14768
8963,339
8963,1860
8963,2139
8963,2534
8963,3312
8963,4410
8963,162365
1402,582
1402,641
1402,960
1402,992
1402,3640
1402,5565
9315,220
9315,1872
9315,3800
8984,34038
795,236
795,290
795,314
795,1333
795,6150
795,6155
795,12670
795,212760
24,233
24,732
24,779
24,780
24,1449
24,1794
24,1938
24,3582
24,9748
24,10292
24,11221
24,13027
11353,887
11353,2793
11353,12396
393,380
393,1400
393,2784
393,3927
393,5600
393,6145
393,9457
393,179430
393,179431
9618,1563
9618,1601
9618,12670
9374,931
9374,3258
9374,4978
9374,9823
9374,15111
8584,7376
8584,9935
8584,10084
8584,10322
8584,155291
8584,179431
8584,207928
2320,258
2320,1336
2320,1562
2320,3800
2320,4245
2320,9758
2320,10084
2320,10617
2320,10950
2320,13015
2320,14601
2320,14819
2320,18420
2320,187844
2320,188955
58224,444
58224,1946
58224,2172
58224,3028
58224,9736
58224,179430
58224,179431
1729,13130
1729,192913
175574,65
175574,4543
175574,6089
175574,179431
175574,209714
8077,378
8077,803
8077,1612
8077,1826
8077,3388
8077,3801
8077,4565
8077,9663
8077,9951
8077,11436
8077,12405
8077,13194
8077,226177
8818,549
8195,90
8195,254
8195,2001
8195,13068
8195,14819
10586,409
10586,2043
10586,3450
10586,9672
10586,158130
10586,158217
116149,392
116149,818
116149,10468
116149,11500
80035,279
80035,5502
80035,6038
80035,6054
80035,9951
80035,14909
80035,34079
10632,414
10632,1812
10632,4728
10632,9720
10632,10089
10632,14805
10632,17987
10632,18543
10632,162380
12117,378
12117,690
12117,3664
12117,9826
12117,11268
1792,572
1792,733
1792,779
1792,1650
1792,6593
1792,9673
1792,10624
1792,12396
1792,15016
1792,187844
1792,207716
13260,6075
13260,6496
72197,9823
72197,10121
72197,12988
72197,179430
72197,179431
3580,417
3580,456
3580,2483
3580,3065
3580,3720
3580,6086
3580,6149
3580,9824
3580,9826
3580,10410
3580,12670
12123,1812
12123,3288
12123,10410
12123,179430
9566,6075
9833,246
9833,1523
9833,2564
9833,4344
9833,9714
9833,12999
9833,15219
9833,158375
9833,163110
4517,392
4517,441
4517,514
4517,2389
4517,4090
4517,13129
4517,41406
4517,161207
8202,779
8202,4565
8202,9887
8202,10950
8202,11134
8202,12190
8202,14687
8202,15246
8202,18522
8202,187056
8202,188955
16072,6091
16072,14643
16072,179585
34314,3800
34314,10950
34314,207317
145220,4344
14623,3271
14623,10988
14623,188178
42297,4344
42297,12670
2841,90
2841,549
2841,1014
2841,1453
2841,2504
2841,2564
2841,4079
2841,10791
2841,10941
2841,13065
2841,33625
2841,155790
2841,156091
802,459
802,612
802,894
802,936
802,1415
802,1486
802,1599
802,1664
802,2669
802,2913
802,3182
802,3691
802,4129
802,4549
802,5767
802,7879
10375,7464
10375,10714
10375,11612
10375,15090
36586,2766
36586,3133
36586,9715
36586,14819
11321,4459
242,131
242,186
242,242
242,441
242,700
242,716
242,718
242,720
242,5600
242,10909
9621,236
9621,922
9621,1252
9621,1605
9621,3739
9621,3800
9621,4663
9621,13072
1819,1253
1819,2038
8536,83
8536,849
8536,9663
8536,9715
8536,9717
8536,11254
8536,15009
8536,163455
8536,179102
8536,179431
8046,242
8046,791
8046,1930
8046,1936
8046,3045
8046,4663
8046,10768
8046,11578
1717,417
1717,736
1717,818
1717,1936
1717,2887
1717,3088
1717,3134
1717,3692
1717,3720
1717,5744
1717,6078
1717,10614
479,417
479,577
479,700
479,1155
479,2231
479,9748
479,9826
479,14819
479,14964
479,15090
479,160910
9444,4344
824,4235
824,4344
824,5914
824,6027
824,6564
824,13028
824,158111
11456,2393
11456,3851
11456,6669
11456,9826
11456,15160
11456,155816
11456,208349
11456,217324
261023,1680
261023,9672
261023,10291
3683,1956
3683,3737
3683,179430
3683,179431
22803,331
22803,14601
22803,15108
22803,33519
285923,12339
285923,12377
285923,15127
1950,383
1950,6075
1950,14570
640,3202
640,5565
640,18525
97630,441
97630,591
97630,612
97630,949
97630,1563
97630,4580
97630,5939
97630,11219
97630,11314
97630,11322
97630,12371
97630,14819
97630,15149
97630,15162
97630,162365
97630,187056
97630,209493
9767,520
9767,579
9767,1480
9767,1605
9767,14602
9767,15478
11631,641
11631,1200
11631,4344
11631,5600
11631,9457
11631,10707
11631,179431
11631,187056
32856,2382
32856,2587
32856,2778
32856,5091
32856,9457
32856,171366
32856,179430
32856,179431
6519,798
6519,4932
6519,7984
8741,818
8741,907
8741,1956
8741,4278
8741,4405
8741,4595
8741,9897
8741,10349
8741,10787
8741,11139
8741,13065
8741,14643
8741,14955
49520,931
49520,4896
49520,14522
1850,837
1850,3485
1850,5970
524,383
524,726
524,1228
524,33625
26389,90
26389,591
26389,1568
26389,1653
26389,1667
26389,1704
26389,2095
26389,4653
26389,6083
26389,6112
26389,9758
26389,9844
26389,10726
11817,345
11817,960
2123,222
2123,8440
2123,179430
2123,179431
9907,4402
9907,4932
9907,5543
9907,18035
9969,65
9969,10226
9969,207317
18239,305
18239,3133
18239,12564
18239,231407
808,2343
808,2434
808,3098
808,6187
808,7376
808,9755
808,187056
38050,612
38050,733
38050,2944
38050,2964
38050,4812
38050,5091
38050,6038
38050,6083
38050,10855
38050,14967
8367,392
9390,1485
9390,3658
9390,6075
72105,6054
72105,9673
72105,187065
2898,641
2898,828
2898,3568
2898,6054
2898,10226
2898,10818
2898,13001
2898,13028
2898,15162
2898,167982
10312,428
10312,11612
10312,13005
109443,917
109443,179430
2022,3452
2022,9468
2022,10911
2022,12547
2022,14512
37686,1228
37686,1328
37686,9951
37686,13132
37686,179431
462,5565
462,9672
462,14768
9919,242
9919,622
9919,736
9919,2726
9919,14534
187017,6270
187017,11199
187017,167541
187017,179430
187017,179431
628,90
628,582
628,3133
628,3136
628,4197
628,231407
302699,470
302699,591
302699,11134
9441,15160
224141,616
224141,995
224141,3071
224141,3205
224141,4344
224141,7376
224141,10541
224141,158375
224141,179431
388,1930
388,3012
388,10051
2112,242
2112,2671
2112,10594
2112,15009
10329,690
10329,33461
74465,2172
13811,843
13811,9937
13811,10150
6877,9799
6877,170682
10320,745
10320,818
10320,3030
10320,5153
10320,9663
10320,9714
10320,10629
10320,10842
10320,11857
50646,815
50646,1599
50646,5809
50646,9094
50646,14534
8920,271
13673,65
13673,207317
60308,240
60308,818
60308,1480
60308,6075
60308,9104
60308,159431
6950,1261
6950,1402
6950,3664
6950,6092
6950,15149
225574,3800
225574,10410
225574,12617
225574,15156
225574,162914
13836,1612
13836,3822
13836,5086
13836,9951
13836,162365
13836,179431
13836,188989
752,703
752,716
752,1755
752,4565
752,6086
752,9748
752,13006
752,161207
752,172391
6038,212
6038,2280
6038,9748
6038,9826
6038,179431
9975,2598
9975,9903
9975,10787
9975,15149
9975,18035
11451,830
11451,33885
11451,187056
12103,1227
12103,1384
12103,9937
12103,15106
12103,15127
60304,616
60304,4252
60304,10028
60304,10842
60304,11173
60304,14687
60304,14819
60304,156075
60304,179431
60304,209714
2251,596
2251,1326
2251,1664
2251,2132
2251,4320
2251,14512
46529,1308
46529,9951
46529,18068
46529,188178
46529,212760
46529,223438
231,258
231,441
231,539
231,591
231,592
231,697
231,1242
300671,818
300671,3070
300671,5565
300671,9672
300671,14601
300671,34061
300671,34079
300671,209493
228326,128
228326,6155
9754,974
9754,1576
9754,1936
9754,2157
9754,2350
66,417
66,441
66,521
66,570
66,833
66,840
66,5600
66,6086
66,9937
66,41249
4421,539
4421,720
4421,3376
4421,3588
4421,4411
4421,6091
4421,6092
4421,11219
4421,13065
4421,15248
4421,162365
2649,380
2649,1421
588,1299
588,2784
588,3762
588,4426
588,6152
588,9748
588,9887
588,10292
588,10349
588,10842
588,11221
588,13006
588,14819
588,15001
588,41645
588,179878
10393,579
10393,6075
10393,8338
10393,9789
10393,155791
71552,1157
71552,9663
71552,33451
71552,179431
9631,417
9631,1562
9631,6139
9631,6149
9631,7188
9631,9826
9631,9937
9631,10410
216282,2213
216282,12105
216282,163053
216282,199076
306,703
306,1568
306,3016
306,5340
306,6110
306,9663
306,10084
306,10950
306,11719
306,12371
306,12670
306,14601
306,14819
306,14967
306,15483
306,41249
306,155582
306,167541
928,242
928,1299
928,1418
928,1852
928,1946
928,2526
928,2766
928,3586
928,3737
928,4237
928,13001
205587,494
205587,934
205587,10909
6623,720
6623,949
6623,3312
6623,3450
6623,13008
6623,187056
1577,779
1577,1852
1577,4565
1577,10084
1577,10410
1577,11738
1577,12377
1577,41645
9801,212
9801,725
9801,3434
9801,187056
2116,416
2116,1196
2116,15160
9624,1721
9624,6129
9624,9880
14199,7942
1907,458
1907,911
1907,966
1907,1969
1907,2988
1907,3077
1907,3434
1907,5890
1907,5891
1907,6262
1907,10776
1907,14751
1907,15097
1907,34094
4599,242
4599,1499
4599,2143
4599,10235
22832,441
22832,782
22832,9748
22832,10278
10390,1480
10390,1482
10390,3658
10390,3754
10390,4613
10390,6075
9879,1936
9879,3688
9879,6149
11892,703
11892,1328
11892,1812
11892,1849
11892,2620
11892,5801
11892,6270
11892,9104
11892,9826
9691,271
9691,441
9691,591
9691,974
9691,977
9691,1666
9691,2350
9691,2708
9691,3045
9691,3979
9691,9823
9691,10084
9691,10950
9691,11148
9691,18107
9691,33456
9691,167861
1248,1442
1248,6259
1248,8087
1248,10714
12220,2038
12220,2726
12220,2800
12220,13027
12220,14534
12220,15160
72710,818
72710,1583
72710,4565
72710,14909
72710,179431
72710,212760
10782,1803
10782,6148
9573,5340
9573,6149
9573,8440
9573,9937
4959,179431
10061,378
10061,840
10061,3521
10061,4565
10061,5034
10061,12670
10386,2106
10386,6054
10386,10891
10386,167310
10386,208611
10386,215404
421,270
421,886
421,936
421,2045
421,3799
316152,2831
316152,179585
11615,378
11615,736
11615,1556
11615,1992
11615,2122
11615,4434
11615,9826
11615,12193
11615,174420
241554,2708
241554,9748
241554,9826
241554,10562
241554,11578
2252,212
2252,237
2252,255
2252,293
2252,494
2252,572
2252,931
2252,1449
2252,1568
2252,2708
2252,2808
2252,2913
2252,6019
2252,9826
2252,10707
2252,13014
2252,13142
2252,14735
11968,269
11968,2150
11968,2580
11968,3180
11968,3800
10047,222
10047,254
10047,570
10047,4063
10047,5565
38319,1930
38319,2052
38319,2389
38319,3071
38319,7376
38319,9748
38319,10466
38319,12554
38319,13027
38319,13084
38319,234213
9770,736
9770,2598
9770,3051
9770,10183
11212,1009
11212,160488
10533,818
10533,13149
10533,15060
10533,34094
38363,591
38363,5939
38363,6083
38363,179431
9923,801
9923,1812
9923,6110
9923,184989
11863,582
11863,5340
11863,9826
18501,4565
18501,9678
18501,10176
18501,162988
109491,393
109491,531
109491,2343
109491,3760
109491,223438
9275,417
9275,2571
9275,3836
9275,179431
329833,6241
329833,9663
329833,15479
12634,612
12634,642
12634,818
12634,934
12634,1668
12634,1936
12634,3182
12634,3342
12634,8430
12634,8627
12634,9758
12634,15156
12634,33456
10416,4862
10416,9951
15268,779
15268,9748
15268,41645
10796,851
9548,578
9548,837
9548,2570
9548,5540
9548,9826
9548,155790
18947,1025
18947,4344
18947,5288
1900,279
1900,1601
1900,2149
1900,2231
1900,3391
1900,4668
1900,5616
1900,6782
1900,18026
89,83
89,110
89,483
89,494
89,1454
89,2652
89,6956
89,10685
89,41586
89,184134
96724,818
96724,165282
96724,207928
198184,310
198184,803
198184,14544
198184,40847
9481,5340
9481,6259
4547,1437
4547,8430
4547,10594
53953,10292
53953,12339
53953,14768
6415,1321
6415,2952
6415,5939
6415,10084
6415,10131
6415,13065
6415,33564
181283,818
181283,2111
181283,2808
181283,9826
181283,10714
181283,162365
181283,208611
9896,585
9896,795
9896,33626
9896,167043
167,642
167,1566
167,3363
167,5340
167,9826
167,9951
167,11612
167,13194
167,14781
167,15106
167,156810
11232,1808
11232,2038
11232,4379
11232,5091
11232,6162
11232,7879
11232,11860
1636,2038
1636,2870
1636,4896
2148,1416
2148,3017
2148,4344
2148,10391
5176,1701
5176,2019
5176,3543
5176,3593
5176,3737
5176,4776
5176,9823
5176,10726
5176,12371
5176,14536
5176,18035
5176,193305
5176,206687
5176,206690
260346,9748
260346,9826
260346,10562
260346,10718
260346,15300
1389,736
9894,378
9894,549
9894,10123
7504,818
7504,15060
7504,187056
7504,207883
8592,417
8592,853
8592,3149
8592,5340
8592,33699
11091,1009
11091,1412
11091,1525
11091,1566
11091,1803
11091,4183
11091,13028
11091,14751
11091,187056
1368,378
1368,422
1368,769
1368,796
1368,798
1368,1008
1368,1375
1368,1419
1368,2535
1368,2801
1368,2956
1368,2957
1368,3246
1368,3737
1368,4668
1368,5034
1368,5144
1368,5385
1368,6110
1368,6112
1368,6149
1368,10685
593,1228
593,1603
593,2808
593,3298
593,3801
593,14626
5393,604
5393,995
5393,1994
5393,3071
5393,3205
5393,6333
5393,7376
5393,46958
5393,174420
5393,187056
9095,964
9095,1299
9095,10124
9095,207928
8874,1459
8874,1605
8874,2038
8874,5091
8874,5756
8874,7879
8874,13027
11467,887
11467,1157
11467,2587
11467,5809
320,703
320,718
320,1812
320,1849
320,1936
320,3879
320,9673
320,9826
320,12670
320,13130
320,207268
199,505
199,679
199,680
199,836
199,1436
199,1522
199,1523
199,161176
20533,75
20533,279
20533,849
20533,6154
20533,34079
10684,2952
10684,3203
10684,4595
10684,11107
10684,11117
1624,387
1624,1022
1624,1421
1624,2251
1624,3725
1624,4896
325789,1568
325789,5565
325789,14964
325789,18026
888,554
888,931
888,2393
888,2783
888,4428
888,4812
888,6054
888,12392
888,12616
82675,1930
82675,11148
82675,14819
82675,18525
4256,12416
1493,4654
1493,13015
88751,3347
88751,10506
88751,12616
88751,209714
11130,6038
11130,13072
9944,934
9944,1992
9944,3045
10731,236
10731,380
10731,4009
10731,5301
10731,5340
10731,10909
10731,13142
7350,409
7350,486
7350,879
7350,1157
7350,3230
7350,3737
7350,4896
7350,6564
7350,12547
7350,15300
7350,172971
9869,441
9869,782
9869,1522
9869,155723
4379,3262
4379,13072
146233,904
146233,1930
146233,2158
146233,7002
146233,11004
146233,166625
2034,796
2034,1601
2034,2149
2034,2231
2034,12670
926,2902
926,9831
926,11931
4248,572
4248,2626
64328,4344
64328,14544
64328,179431
36647,236
36647,1701
36647,3133
36647,4197
36647,5572
36647,6152
36647,9259
36647,9715
36647,9823
36647,10044
36647,10842
36647,14687
36647,14760
36647,14819
36647,187710
36647,202703
36647,231407
7214,577
7214,6075
7214,6270
7214,6278
7214,6496
7214,7920
7214,10508
7214,193547
1537,242
1537,9937
1537,10909
9360,10787
9360,223059
6282,1010
6282,4344
6282,9767
508,212
508,255
508,293
508,699
508,840
508,1441
508,1459
508,2562
508,2568
508,2569
508,2570
508,2571
508,5597
508,171366
9487,1442
9487,1721
9487,3338
9487,9963
9487,179431
768,1465
768,1803
2636,1653
2636,9748
10478,1808
10478,5756
10478,6075
27983,428
27983,4129
27983,10103
9981,494
9981,6075
7453,392
7453,630
7453,803
7453,818
7453,3713
7453,3801
7453,4270
7453,9831
7453,9951
7453,10121
7453,10349
7453,11546
7453,14544
7453,14909
7737,402
7737,1852
7737,4458
7737,4565
7737,10410
7737,11738
7737,12377
7737,41645
232672,409
232672,4513
232672,14534
232672,14724
232672,18035
8987,1261
8987,1680
8987,2492
8987,5809
8987,7188
8987,15009
11359,6186
11359,6300
11359,33465
11359,187065
82525,4129
82525,34061
82525,168869
9759,974
9759,1880
9759,6110
9759,6149
9759,179431
9486,470
9486,1701
9486,2011
9486,2051
9486,3739
9486,4289
9486,6110
9486,11931
9486,14601
9486,33705
9486,179431
9906,3650
9906,10103
841,530
841,616
841,1299
841,1475
841,1815
841,1826
841,2280
841,2766
841,3074
841,3801
841,4235
841,4237
841,4238
841,4565
841,6091
4688,4108
4688,4344
4688,6027
4688,13160
4688,187056
4688,208992
4148,596
4148,931
4148,1326
4148,3658
4148,5809
2207,3045
9381,339
9381,1009
9381,1328
9381,2964
9381,3070
9381,3246
9381,4565
9381,4690
9381,6212
9381,10629
9381,10721
9381,12190
9625,4289
9625,6162
9625,8015
9625,14676
9304,402
9304,2281
9304,11628
20856,9951
20856,10267
20856,179431
20856,209220
5955,9826
9899,1332
9899,3836
9899,6027
9899,6946
9899,179430
9899,187056
9826,1308
9826,1321
9826,3149
9826,3720
9826,9717
9826,10787
21355,246
21355,1563
21355,1909
21355,2752
21355,3800
21355,9849
21355,9890
21355,9897
21355,13092
10858,840
10858,2946
10858,5565
10858,6086
10858,6165
11439,212
11439,591
11439,1327
11439,10818
9457,33696
12412,577
12412,1956
12412,5331
12412,13065
1494,351
1494,478
1494,779
1494,1400
1494,1721
1494,2908
1494,2983
1494,3152
1494,3720
1494,3998
1494,4812
1494,5514
1494,5515
1494,5809
1494,7879
13184,782
13184,1419
13184,1635
13184,2708
13184,3432
13184,3434
13184,3688
13184,4488
13184,9714
13184,9826
13184,10085
13184,10391
13184,10950
13184,14601
13184,14967
13184,15127
13184,187844
6639,572
6639,1459
6639,1605
6639,2148
6639,3344
6639,3452
6639,3737
6639,3799
6639,6038
6639,10508
6639,12974
6639,13005
6639,34094
58233,1918
58233,2569
58233,3914
58233,4289
58233,9663
58233,9678
58233,179430
116977,1545
116977,1721
116977,10637
68734,591
68734,1157
68734,2020
68734,2430
68734,2562
68734,5565
68734,34061
68734,208289
5503,520
5503,797
5503,1568
5503,3262
5503,3713
5503,9714
5503,10085
5503,10562
5503,10685
5503,10718
5503,10988
5503,11207
5503,13005
5503,14601
5503,14903
5503,18118
5503,187844
